date,open,high,low,mstr
2022-01-11 17:00:00,506.74,512.43,502.305,506.615
2022-01-11 18:00:00,506.41,511.59,502.25,510.65
2022-01-11 19:00:00,509.22,510.99,501.225,507.245
2022-01-11 20:00:00,506.66,509.27,505.245,507.41
2022-01-12 15:00:00,528.71,528.71,514.53,518.13
2022-01-12 16:00:00,517.08,517.08,511.74,514.62
2022-01-12 17:00:00,514.62,521.12,512.0,520.015
2022-01-12 18:00:00,520.015,520.21,515.07,517.98
2022-01-12 19:00:00,517.48,518.8,515.42,518.56
2022-01-12 20:00:00,518.86,518.86,514.14,514.14
2022-01-13 15:00:00,519.755,519.755,502.87,506.28
2022-01-13 16:00:00,505.98,510.4,502.76,508.62
2022-01-13 17:00:00,507.0,507.0,494.52,499.295
2022-01-13 18:00:00,499.76,501.37,497.62,499.14
2022-01-13 19:00:00,498.94,501.19,494.23,495.535
2022-01-13 20:00:00,495.535,495.535,487.94,489.22
2022-01-14 15:00:00,497.99,502.18,490.06,490.06
2022-01-14 16:00:00,489.87,494.74,485.0,493.11
2022-01-14 17:00:00,493.11,493.11,484.09,484.89
2022-01-14 18:00:00,484.575,490.61,483.78,490.61
2022-01-14 19:00:00,490.61,492.22,486.025,491.51
2022-01-14 20:00:00,491.66,499.34,490.24,498.48
2022-01-18 15:00:00,480.94,489.03,478.01,480.5
2022-01-18 16:00:00,480.5,486.48,478.16,485.88
2022-01-18 17:00:00,484.03,484.38,473.11,473.38
2022-01-18 18:00:00,473.11,473.16,468.11,470.0
2022-01-18 19:00:00,470.0,476.5,470.0,475.655
2022-01-18 20:00:00,474.565,476.8,466.985,468.08
2022-01-19 15:00:00,488.74,490.6,472.23,474.045
2022-01-19 16:00:00,474.045,477.165,467.54,470.85
2022-01-19 17:00:00,471.8,479.2,471.58,478.325
2022-01-19 18:00:00,478.56,478.56,472.33,475.27
2022-01-19 19:00:00,475.27,476.135,467.665,471.23
2022-01-19 20:00:00,470.21,472.88,458.98,459.79
2022-01-20 15:00:00,482.57,490.325,482.0,487.0
2022-01-20 16:00:00,487.555,489.4,484.14,487.625
2022-01-20 17:00:00,487.625,487.625,479.46,479.46
2022-01-20 18:00:00,479.46,479.52,474.11,474.11
2022-01-20 19:00:00,474.11,477.61,467.85,468.43
2022-01-20 20:00:00,469.41,469.41,455.38,457.53
2022-01-21 15:00:00,411.52,421.7,399.215,416.77
2022-01-21 16:00:00,416.975,422.305,414.355,416.91
2022-01-21 17:00:00,416.6,419.95,406.175,406.195
2022-01-21 18:00:00,405.48,405.48,396.83,399.865
2022-01-21 19:00:00,400.14,402.2,385.69,385.89
2022-01-21 20:00:00,385.25,387.135,366.005,375.67
2022-01-24 15:00:00,337.78,339.175,325.68,334.56
2022-01-24 16:00:00,334.135,334.135,321.61,327.785
2022-01-24 17:00:00,327.785,347.19,321.71,345.445
2022-01-24 18:00:00,344.995,363.22,343.98,361.02
2022-01-24 19:00:00,362.32,365.45,350.79,355.575
2022-01-24 20:00:00,355.575,372.94,353.42,370.61
2022-01-25 15:00:00,359.81,364.4,355.94,359.3
2022-01-25 16:00:00,360.4,364.28,355.26,358.08
2022-01-25 17:00:00,357.525,369.52,357.525,366.18
2022-01-25 18:00:00,366.155,377.045,364.6,377.045
2022-01-25 19:00:00,376.44,379.17,372.185,379.17
2022-01-25 20:00:00,378.08,378.08,363.78,364.58
2022-01-26 15:00:00,383.63,387.11,374.13,375.81
2022-01-26 16:00:00,375.83,386.82,375.22,384.8
