date,open,high,low,mstr
2025-05-27 16:00:00,368.8,373.99,368.62,373.13
2025-05-27 17:00:00,373.26,374.31,370.63,374.065
2025-05-27 18:00:00,373.86,375.63,369.6,369.64
2025-05-27 19:00:00,369.5,374.65,369.315,372.24
2025-05-28 14:00:00,362.245,363.44,360.0,360.57
2025-05-28 15:00:00,360.54,362.46,358.53,359.445
2025-05-28 16:00:00,359.54,363.93,359.54,362.4
2025-05-28 17:00:00,362.41,367.145,362.41,364.7
2025-05-28 18:00:00,364.85,367.2,363.97,364.8
2025-05-28 19:00:00,364.93,367.555,363.125,364.45
2025-05-29 14:00:00,366.71,368.74,362.74,368.13
2025-05-29 15:00:00,367.485,371.26,366.6,368.5
2025-05-29 16:00:00,368.485,373.89,367.98,373.41
2025-05-29 17:00:00,373.17,373.52,368.11,368.3
2025-05-29 18:00:00,368.26,369.43,364.82,365.02
2025-05-29 19:00:00,365.77,371.85,365.71,370.81
2025-05-30 14:00:00,368.34,372.39,363.06,364.23
2025-05-30 15:00:00,364.045,368.98,363.72,368.12
2025-05-30 16:00:00,368.26,368.26,359.24,359.46
2025-05-30 17:00:00,359.295,364.14,359.295,361.92
2025-05-30 18:00:00,362.12,365.76,362.12,365.61
2025-05-30 19:00:00,365.51,369.75,364.29,369.3
2025-06-02 14:00:00,369.965,375.1,369.2,372.095
2025-06-02 15:00:00,372.065,375.59,369.9,374.8
2025-06-02 16:00:00,374.95,378.34,372.26,374.175
2025-06-02 17:00:00,374.09,374.97,372.435,373.275
2025-06-02 18:00:00,373.115,374.06,371.78,373.58
2025-06-02 19:00:00,373.58,374.06,370.825,372.3
2025-06-03 14:00:00,383.43,390.46,380.61,389.56
2025-06-03 15:00:00,389.49,390.76,387.42,389.655
2025-06-03 16:00:00,389.94,390.07,387.5,387.62
2025-06-03 17:00:00,387.22,390.39,387.165,388.655
2025-06-03 18:00:00,388.825,390.13,385.32,389.54
2025-06-03 19:00:00,389.63,389.72,385.07,387.405
2025-06-04 14:00:00,380.72,382.815,375.66,382.815
2025-06-04 15:00:00,383.09,385.01,382.29,383.65
2025-06-04 16:00:00,383.79,384.47,379.96,383.2
2025-06-04 17:00:00,383.055,386.12,383.0,385.08
2025-06-04 18:00:00,385.08,385.7,383.21,383.21
2025-06-04 19:00:00,383.21,384.02,378.03,378.06
2025-06-05 14:00:00,377.09,383.93,375.56,382.2
2025-06-05 15:00:00,382.085,382.085,379.45,380.46
2025-06-05 16:00:00,379.94,380.635,372.0,372.1
2025-06-05 17:00:00,371.91,376.53,370.66,373.275
2025-06-05 18:00:00,373.45,374.79,371.22,371.22
2025-06-05 19:00:00,371.295,372.4,364.425,368.83
2025-06-06 14:00:00,371.96,379.0,370.02,378.34
2025-06-06 15:00:00,378.455,380.53,375.98,380.025
2025-06-06 16:00:00,380.01,380.55,376.82,377.13
2025-06-06 17:00:00,377.51,378.415,374.77,376.18
2025-06-06 18:00:00,376.34,376.635,374.22,374.995
2025-06-06 19:00:00,375.1,375.58,371.955,374.68
2025-06-09 14:00:00,378.37,384.53,378.37,382.835
2025-06-09 15:00:00,383.26,387.5,383.02,386.71
2025-06-09 16:00:00,386.57,389.6,386.17,388.0
2025-06-09 17:00:00,387.99,391.81,387.215,391.81
2025-06-09 18:00:00,392.0,394.27,391.605,393.6
2025-06-09 19:00:00,393.53,394.72,391.01,392.06
2025-06-10 14:00:00,391.435,391.915,383.715,385.34
2025-06-10 15:00:00,384.86,390.35,384.86,389.35
2025-06-10 16:00:00,389.64,390.64,387.18,388.59
2025-06-10 17:00:00,388.59,390.92,388.59,389.985
2025-06-10 18:00:00,389.22,391.365,388.075,391.365
2025-06-10 19:00:00,391.07,392.77,389.9,391.15
2025-06-11 14:00:00,387.44,392.68,387.44,389.57
2025-06-11 15:00:00,389.66,390.74,387.49,389.94
2025-06-11 16:00:00,389.75,390.09,387.175,387.82
2025-06-11 17:00:00,387.66,389.59,383.88,384.07
2025-06-11 18:00:00,384.15,385.94,380.58,385.495
2025-06-11 19:00:00,385.505,387.37,383.15,387.315
2025-06-12 14:00:00,382.6,386.6,382.6,384.71
2025-06-12 15:00:00,384.86,386.07,381.72,383.3
2025-06-12 16:00:00,383.12,386.26,383.12,385.08
2025-06-12 17:00:00,384.96,391.15,384.96,388.005
2025-06-12 18:00:00,388.01,388.22,380.59,381.86
2025-06-12 19:00:00,382.48,383.27,378.935,379.6
2025-06-13 14:00:00,377.68,378.57,370.825,374.58
2025-06-13 15:00:00,374.75,378.07,374.34,376.745
2025-06-13 16:00:00,376.745,381.36,376.46,381.0
2025-06-13 17:00:00,380.91,381.31,376.86,380.02
2025-06-13 18:00:00,380.02,380.02,374.0,379.05
2025-06-13 19:00:00,379.06,383.5,378.2,383.06
2025-06-16 14:00:00,383.17,386.79,380.73,381.99
2025-06-16 15:00:00,381.99,382.43,377.81,379.27
2025-06-16 16:00:00,378.84,382.56,377.815,381.45
2025-06-16 17:00:00,381.69,381.82,378.54,379.47
2025-06-16 18:00:00,379.35,380.835,378.19,378.72
2025-06-16 19:00:00,378.83,383.04,378.65,382.16
2025-06-17 14:00:00,375.07,378.315,372.43,372.43
2025-06-17 15:00:00,372.71,372.71,367.205,368.23
2025-06-17 16:00:00,368.725,372.85,368.725,370.87
2025-06-17 17:00:00,370.8,373.245,368.21,369.63
2025-06-17 18:00:00,369.63,370.5,367.755,370.5
2025-06-17 19:00:00,370.705,377.195,370.7,375.09
2025-06-18 14:00:00,369.85,372.475,367.84,370.89
2025-06-18 15:00:00,370.66,374.58,369.13,372.74
2025-06-18 16:00:00,372.51,373.87,371.42,371.84
2025-06-18 17:00:00,371.2,371.96,368.54,370.145
2025-06-18 18:00:00,370.45,371.95,367.42,368.17
2025-06-18 19:00:00,368.0,371.9,367.86,368.86
2025-06-20 14:00:00,370.72,374.2,368.66,369.625
2025-06-20 15:00:00,369.84,374.25,369.4,372.015
2025-06-20 16:00:00,371.97,372.68,370.74,371.42
2025-06-20 17:00:00,371.59,371.59,365.25,368.24
2025-06-20 18:00:00,368.16,369.96,367.48,367.69
2025-06-20 19:00:00,367.63,371.33,367.51,370.08
2025-06-23 14:00:00,367.56,367.955,362.81,363.73
2025-06-23 15:00:00,363.65,368.665,363.65,367.09
2025-06-23 16:00:00,366.84,367.74,359.0,364.31
2025-06-23 17:00:00,363.96,369.76,363.96,367.33
2025-06-23 18:00:00,367.42,370.01,367.055,368.53
2025-06-23 19:00:00,368.45,369.565,365.955,367.29
2025-06-24 14:00:00,375.72,384.275,375.54,381.97
2025-06-24 15:00:00,382.49,382.995,377.17,378.11
